Fecha;Origen;Destino;Viajes
07-03-2020;Santiago;San Bernardo;2578
07-03-2020;Santiago;San Joaquin;2504
07-03-2020;Santiago;San Miguel;10301
07-03-2020;Santiago;San Ramon;2351
07-03-2020;Santiago;Santiago;78816
07-03-2020;Santiago;Vitacura;1575
07-03-2020;Vitacura;Cerrillos;123
07-03-2020;Vitacura;Cerro Navia;388
07-03-2020;Vitacura;Conchali;196
07-03-2020;Vitacura;El Bosque;92
07-03-2020;Vitacura;Estacion Central;982
07-03-2020;Vitacura;Huechuraba;410
07-03-2020;Vitacura;Independencia;343
07-03-2020;Vitacura;La Cisterna;270
07-03-2020;Vitacura;La Florida;657
07-03-2020;Vitacura;La Granja;93
07-03-2020;Vitacura;La Pintana;187
07-03-2020;Vitacura;La Reina;171
07-03-2020;Vitacura;Las Condes;2523
07-03-2020;Vitacura;Lo Barnechea;204
07-03-2020;Vitacura;Lo Espejo;71
07-03-2020;Vitacura;Lo Prado;550
07-03-2020;Vitacura;Macul;231
07-03-2020;Vitacura;Maipu;468
07-03-2020;Vitacura;Nunoa;545
07-03-2020;Vitacura;Pedro Aguirre Cerda;195
07-03-2020;Vitacura;Penalolen;429
07-03-2020;Vitacura;Providencia;1402
07-03-2020;Vitacura;Pudahuel;317
07-03-2020;Vitacura;Puente Alto;652
07-03-2020;Vitacura;Quilicura;509
07-03-2020;Vitacura;Quinta Normal;427
07-03-2020;Vitacura;Recoleta;739
07-03-2020;Vitacura;Renca;151
07-03-2020;Vitacura;San Bernardo;144
07-03-2020;Vitacura;San Joaquin;110
07-03-2020;Vitacura;San Miguel;285
07-03-2020;Vitacura;San Ramon;164
07-03-2020;Vitacura;Santiago;3307
07-03-2020;Vitacura;Vitacura;1213
07-03-2020;(En Blanco);Conchali;2
07-03-2020;(En Blanco);Nunoa;2
08-03-2020;Cerrillos;Cerrillos;2391
08-03-2020;Cerrillos;Cerro Navia;42
08-03-2020;Cerrillos;Conchali;77
08-03-2020;Cerrillos;El Bosque;53
08-03-2020;Cerrillos;Estacion Central;1069
08-03-2020;Cerrillos;Huechuraba;11
08-03-2020;Cerrillos;Independencia;84
08-03-2020;Cerrillos;La Cisterna;232
08-03-2020;Cerrillos;La Florida;251
08-03-2020;Cerrillos;La Granja;17
08-03-2020;Cerrillos;La Pintana;29
08-03-2020;Cerrillos;La Reina;151
08-03-2020;Cerrillos;Las Condes;405
08-03-2020;Cerrillos;Lo Barnechea;30
08-03-2020;Cerrillos;Lo Espejo;418
08-03-2020;Cerrillos;Lo Prado;170
08-03-2020;Cerrillos;Macul;76
08-03-2020;Cerrillos;Maipu;2056
08-03-2020;Cerrillos;Nunoa;528
08-03-2020;Cerrillos;Pedro Aguirre Cerda;303
08-03-2020;Cerrillos;Penalolen;85
08-03-2020;Cerrillos;Providencia;1235
08-03-2020;Cerrillos;Pudahuel;80
08-03-2020;Cerrillos;Puente Alto;83
08-03-2020;Cerrillos;Quilicura;88
08-03-2020;Cerrillos;Quinta Normal;152
08-03-2020;Cerrillos;Recoleta;216
08-03-2020;Cerrillos;Renca;34
08-03-2020;Cerrillos;San Bernardo;105
08-03-2020;Cerrillos;San Joaquin;85
08-03-2020;Cerrillos;San Miguel;265
08-03-2020;Cerrillos;San Ramon;40
08-03-2020;Cerrillos;Santiago;2726
08-03-2020;Cerrillos;Vitacura;37
08-03-2020;Cerro Navia;Cerrillos;27
08-03-2020;Cerro Navia;Cerro Navia;2003
08-03-2020;Cerro Navia;Conchali;44
08-03-2020;Cerro Navia;El Bosque;27
08-03-2020;Cerro Navia;Estacion Central;695
08-03-2020;Cerro Navia;Huechuraba;13
08-03-2020;Cerro Navia;Independencia;88
08-03-2020;Cerro Navia;La Cisterna;50
08-03-2020;Cerro Navia;La Florida;184
08-03-2020;Cerro Navia;La Granja;22
08-03-2020;Cerro Navia;La Pintana;15
08-03-2020;Cerro Navia;La Reina;71
08-03-2020;Cerro Navia;Las Condes;429
08-03-2020;Cerro Navia;Lo Barnechea;55
08-03-2020;Cerro Navia;Lo Espejo;28
08-03-2020;Cerro Navia;Lo Prado;894
08-03-2020;Cerro Navia;Macul;75
08-03-2020;Cerro Navia;Maipu;380
08-03-2020;Cerro Navia;Nunoa;246
08-03-2020;Cerro Navia;Pedro Aguirre Cerda;39
08-03-2020;Cerro Navia;Penalolen;61
08-03-2020;Cerro Navia;Providencia;587
08-03-2020;Cerro Navia;Pudahuel;1659
08-03-2020;Cerro Navia;Puente Alto;84
08-03-2020;Cerro Navia;Quilicura;82
08-03-2020;Cerro Navia;Quinta Normal;1169
08-03-2020;Cerro Navia;Recoleta;177
08-03-2020;Cerro Navia;Renca;168
08-03-2020;Cerro Navia;San Bernardo;64
08-03-2020;Cerro Navia;San Joaquin;58
08-03-2020;Cerro Navia;San Miguel;69
08-03-2020;Cerro Navia;San Ramon;28
08-03-2020;Cerro Navia;Santiago;2396
08-03-2020;Cerro Navia;Vitacura;158
08-03-2020;Conchali;Cerrillos;48
08-03-2020;Conchali;Cerro Navia;50
08-03-2020;Conchali;Conchali;3450
08-03-2020;Conchali;El Bosque;31
08-03-2020;Conchali;Estacion Central;500
08-03-2020;Conchali;Huechuraba;693
08-03-2020;Conchali;Independencia;1390
08-03-2020;Conchali;La Cisterna;164
08-03-2020;Conchali;La Florida;221
08-03-2020;Conchali;La Granja;9
08-03-2020;Conchali;La Pintana;20
08-03-2020;Conchali;La Reina;142
08-03-2020;Conchali;Las Condes;478
08-03-2020;Conchali;Lo Barnechea;51
08-03-2020;Conchali;Lo Espejo;24
08-03-2020;Conchali;Lo Prado;231
08-03-2020;Conchali;Macul;50
08-03-2020;Conchali;Maipu;111
08-03-2020;Conchali;Nunoa;388
08-03-2020;Conchali;Pedro Aguirre Cerda;51
08-03-2020;Conchali;Penalolen;110
08-03-2020;Conchali;Providencia;665
08-03-2020;Conchali;Pudahuel;133
08-03-2020;Conchali;Puente Alto;100
08-03-2020;Conchali;Quilicura;984
08-03-2020;Conchali;Quinta Normal;137
08-03-2020;Conchali;Recoleta;1943
08-03-2020;Conchali;Renca;183
08-03-2020;Conchali;San Bernardo;49
08-03-2020;Conchali;San Joaquin;59
08-03-2020;Conchali;San Miguel;159
08-03-2020;Conchali;San Ramon;35
08-03-2020;Conchali;Santiago;4756
08-03-2020;Conchali;Vitacura;125
08-03-2020;El Bosque;Cerrillos;47
08-03-2020;El Bosque;Cerro Navia;10
08-03-2020;El Bosque;Conchali;63
08-03-2020;El Bosque;El Bosque;1757
08-03-2020;El Bosque;Estacion Central;1592
08-03-2020;El Bosque;Huechuraba;24
08-03-2020;El Bosque;Independencia;58
08-03-2020;El Bosque;La Cisterna;1553
08-03-2020;El Bosque;La Florida;545
08-03-2020;El Bosque;La Granja;66
08-03-2020;El Bosque;La Pintana;451
08-03-2020;El Bosque;La Reina;110
08-03-2020;El Bosque;Las Condes;369
08-03-2020;El Bosque;Lo Barnechea;34
08-03-2020;El Bosque;Lo Espejo;254
08-03-2020;El Bosque;Lo Prado;107
08-03-2020;El Bosque;Macul;38
08-03-2020;El Bosque;Maipu;84
08-03-2020;El Bosque;Nunoa;270
08-03-2020;El Bosque;Pedro Aguirre Cerda;472
08-03-2020;El Bosque;Penalolen;113
08-03-2020;El Bosque;Providencia;645
08-03-2020;El Bosque;Pudahuel;55
08-03-2020;El Bosque;Puente Alto;269
08-03-2020;El Bosque;Quilicura;57
08-03-2020;El Bosque;Quinta Normal;42
08-03-2020;El Bosque;Recoleta;229
08-03-2020;El Bosque;Renca;21
08-03-2020;El Bosque;San Bernardo;1559
08-03-2020;El Bosque;San Joaquin;93
08-03-2020;El Bosque;San Miguel;390
08-03-2020;El Bosque;San Ramon;93
08-03-2020;El Bosque;Santiago;1971
08-03-2020;El Bosque;Vitacura;50
08-03-2020;Estacion Central;Cerrillos;626
08-03-2020;Estacion Central;Cerro Navia;548
08-03-2020;Estacion Central;Conchali;512
08-03-2020;Estacion Central;El Bosque;952
08-03-2020;Estacion Central;Estacion Central;14855
08-03-2020;Estacion Central;Huechuraba;119
08-03-2020;Estacion Central;Independencia;818
08-03-2020;Estacion Central;La Cisterna;1061
08-03-2020;Estacion Central;La Florida;1260
08-03-2020;Estacion Central;La Granja;74
08-03-2020;Estacion Central;La Pintana;189
08-03-2020;Estacion Central;La Reina;625
08-03-2020;Estacion Central;Las Condes;3155
08-03-2020;Estacion Central;Lo Barnechea;270
08-03-2020;Estacion Central;Lo Espejo;1013
08-03-2020;Estacion Central;Lo Prado;4882
08-03-2020;Estacion Central;Macul;250
08-03-2020;Estacion Central;Maipu;4116
08-03-2020;Estacion Central;Nunoa;1842
08-03-2020;Estacion Central;Pedro Aguirre Cerda;1300
08-03-2020;Estacion Central;Penalolen;633
08-03-2020;Estacion Central;Providencia;4264
08-03-2020;Estacion Central;Pudahuel;1590
08-03-2020;Estacion Central;Puente Alto;652
08-03-2020;Estacion Central;Quilicura;751
08-03-2020;Estacion Central;Quinta Normal;1039
08-03-2020;Estacion Central;Recoleta;1855
08-03-2020;Estacion Central;Renca;334
08-03-2020;Estacion Central;San Bernardo;4169
08-03-2020;Estacion Central;San Joaquin;262
08-03-2020;Estacion Central;San Miguel;1137
08-03-2020;Estacion Central;San Ramon;294
08-03-2020;Estacion Central;Santiago;15071
08-03-2020;Estacion Central;Vitacura;268
08-03-2020;Huechuraba;Cerrillos;18
08-03-2020;Huechuraba;Cerro Navia;17
08-03-2020;Huechuraba;Conchali;590
08-03-2020;Huechuraba;El Bosque;14
08-03-2020;Huechuraba;Estacion Central;172
08-03-2020;Huechuraba;Huechuraba;1492
08-03-2020;Huechuraba;Independencia;262
08-03-2020;Huechuraba;La Cisterna;72
08-03-2020;Huechuraba;La Florida;78
08-03-2020;Huechuraba;La Granja;9
08-03-2020;Huechuraba;La Pintana;6
08-03-2020;Huechuraba;La Reina;45
08-03-2020;Huechuraba;Las Condes;160
08-03-2020;Huechuraba;Lo Barnechea;29
08-03-2020;Huechuraba;Lo Espejo;24
08-03-2020;Huechuraba;Lo Prado;91
08-03-2020;Huechuraba;Macul;23
08-03-2020;Huechuraba;Maipu;31
08-03-2020;Huechuraba;Nunoa;127
08-03-2020;Huechuraba;Pedro Aguirre Cerda;28
08-03-2020;Huechuraba;Penalolen;21
08-03-2020;Huechuraba;Providencia;257
08-03-2020;Huechuraba;Pudahuel;66
08-03-2020;Huechuraba;Puente Alto;52
08-03-2020;Huechuraba;Quilicura;1755
08-03-2020;Huechuraba;Quinta Normal;44
08-03-2020;Huechuraba;Recoleta;981
08-03-2020;Huechuraba;Renca;55
08-03-2020;Huechuraba;San Bernardo;28
08-03-2020;Huechuraba;San Joaquin;25
08-03-2020;Huechuraba;San Miguel;95
08-03-2020;Huechuraba;San Ramon;22
08-03-2020;Huechuraba;Santiago;935
08-03-2020;Huechuraba;Vitacura;71
08-03-2020;Independencia;Cerrillos;63
08-03-2020;Independencia;Cerro Navia;50
08-03-2020;Independencia;Conchali;1135
08-03-2020;Independencia;El Bosque;34
08-03-2020;Independencia;Estacion Central;724
08-03-2020;Independencia;Huechuraba;218
08-03-2020;Independencia;Independencia;2145
08-03-2020;Independencia;La Cisterna;258
08-03-2020;Independencia;La Florida;402
08-03-2020;Independencia;La Granja;12
08-03-2020;Independencia;La Pintana;23
08-03-2020;Independencia;La Reina;349
08-03-2020;Independencia;Las Condes;897
08-03-2020;Independencia;Lo Barnechea;101
08-03-2020;Independencia;Lo Espejo;14
08-03-2020;Independencia;Lo Prado;328
08-03-2020;Independencia;Macul;106
08-03-2020;Independencia;Maipu;191
08-03-2020;Independencia;Nunoa;861
08-03-2020;Independencia;Pedro Aguirre Cerda;50
08-03-2020;Independencia;Penalolen;195
08-03-2020;Independencia;Providencia;919
08-03-2020;Independencia;Pudahuel;187
08-03-2020;Independencia;Puente Alto;225
08-03-2020;Independencia;Quilicura;917
08-03-2020;Independencia;Quinta Normal;125
08-03-2020;Independencia;Recoleta;906
08-03-2020;Independencia;Renca;434
08-03-2020;Independencia;San Bernardo;97
08-03-2020;Independencia;San Joaquin;95
08-03-2020;Independencia;San Miguel;357
08-03-2020;Independencia;San Ramon;33
08-03-2020;Independencia;Santiago;4793
08-03-2020;Independencia;Vitacura;115
08-03-2020;La Cisterna;Cerrillos;180
08-03-2020;La Cisterna;Cerro Navia;21
08-03-2020;La Cisterna;Conchali;127
08-03-2020;La Cisterna;El Bosque;1072
08-03-2020;La Cisterna;Estacion Central;1005
08-03-2020;La Cisterna;Huechuraba;49
08-03-2020;La Cisterna;Independencia;243
08-03-2020;La Cisterna;La Cisterna;4407
08-03-2020;La Cisterna;La Florida;1633
08-03-2020;La Cisterna;La Granja;301
08-03-2020;La Cisterna;La Pintana;499
08-03-2020;La Cisterna;La Reina;301
08-03-2020;La Cisterna;Las Condes;725
08-03-2020;La Cisterna;Lo Barnechea;39
08-03-2020;La Cisterna;Lo Espejo;672
08-03-2020;La Cisterna;Lo Prado;340
08-03-2020;La Cisterna;Macul;109
08-03-2020;La Cisterna;Maipu;278
08-03-2020;La Cisterna;Nunoa;600
08-03-2020;La Cisterna;Pedro Aguirre Cerda;664
08-03-2020;La Cisterna;Penalolen;362
08-03-2020;La Cisterna;Providencia;1403
08-03-2020;La Cisterna;Pudahuel;158
08-03-2020;La Cisterna;Puente Alto;516
08-03-2020;La Cisterna;Quilicura;140
08-03-2020;La Cisterna;Quinta Normal;108
08-03-2020;La Cisterna;Recoleta;822
08-03-2020;La Cisterna;Renca;21
08-03-2020;La Cisterna;San Bernardo;414
08-03-2020;La Cisterna;San Joaquin;120
08-03-2020;La Cisterna;San Miguel;2664
08-03-2020;La Cisterna;San Ramon;1217
08-03-2020;La Cisterna;Santiago;6506
08-03-2020;La Cisterna;Vitacura;54
08-03-2020;La Florida;Cerrillos;153
08-03-2020;La Florida;Cerro Navia;79
08-03-2020;La Florida;Conchali;213
08-03-2020;La Florida;El Bosque;218
08-03-2020;La Florida;Estacion Central;913
08-03-2020;La Florida;Huechuraba;40
08-03-2020;La Florida;Independencia;383
08-03-2020;La Florida;La Cisterna;1451
08-03-2020;La Florida;La Florida;22253
08-03-2020;La Florida;La Granja;1611
08-03-2020;La Florida;La Pintana;372
08-03-2020;La Florida;La Reina;1183
08-03-2020;La Florida;Las Condes;1949
08-03-2020;La Florida;Lo Barnechea;155
08-03-2020;La Florida;Lo Espejo;110
08-03-2020;La Florida;Lo Prado;603
08-03-2020;La Florida;Macul;3094
08-03-2020;La Florida;Maipu;252
08-03-2020;La Florida;Nunoa;2394
08-03-2020;La Florida;Pedro Aguirre Cerda;284
08-03-2020;La Florida;Penalolen;1762
08-03-2020;La Florida;Providencia;6239
08-03-2020;La Florida;Pudahuel;382
08-03-2020;La Florida;Puente Alto;5506
08-03-2020;La Florida;Quilicura;247
08-03-2020;La Florida;Quinta Normal;320
08-03-2020;La Florida;Recoleta;605
08-03-2020;La Florida;Renca;54
08-03-2020;La Florida;San Bernardo;217
08-03-2020;La Florida;San Joaquin;1108
08-03-2020;La Florida;San Miguel;721
08-03-2020;La Florida;San Ramon;992
08-03-2020;La Florida;Santiago;8244
08-03-2020;La Florida;Vitacura;192
08-03-2020;La Granja;Cerrillos;36
08-03-2020;La Granja;Cerro Navia;16
08-03-2020;La Granja;Conchali;17
08-03-2020;La Granja;El Bosque;50
08-03-2020;La Granja;Estacion Central;114
08-03-2020;La Granja;Huechuraba;16
08-03-2020;La Granja;Independencia;37
08-03-2020;La Granja;La Cisterna;446
08-03-2020;La Granja;La Florida;1590
08-03-2020;La Granja;La Granja;1190
08-03-2020;La Granja;La Pintana;96
08-03-2020;La Granja;La Reina;163
08-03-2020;La Granja;Las Condes;347
08-03-2020;La Granja;Lo Barnechea;66
08-03-2020;La Granja;Lo Espejo;43
08-03-2020;La Granja;Lo Prado;65
08-03-2020;La Granja;Macul;119
08-03-2020;La Granja;Maipu;90
08-03-2020;La Granja;Nunoa;177
08-03-2020;La Granja;Pedro Aguirre Cerda;60
08-03-2020;La Granja;Penalolen;111
08-03-2020;La Granja;Providencia;420
08-03-2020;La Granja;Pudahuel;23
08-03-2020;La Granja;Puente Alto;319
08-03-2020;La Granja;Quilicura;48
08-03-2020;La Granja;Quinta Normal;35
08-03-2020;La Granja;Recoleta;135
08-03-2020;La Granja;Renca;2
08-03-2020;La Granja;San Bernardo;44
08-03-2020;La Granja;San Joaquin;249
08-03-2020;La Granja;San Miguel;168
08-03-2020;La Granja;San Ramon;411
08-03-2020;La Granja;Santiago;1172
08-03-2020;La Granja;Vitacura;71
08-03-2020;La Pintana;Cerrillos;47
08-03-2020;La Pintana;Cerro Navia;15
08-03-2020;La Pintana;Conchali;34
08-03-2020;La Pintana;El Bosque;536
08-03-2020;La Pintana;Estacion Central;261
08-03-2020;La Pintana;Huechuraba;17
08-03-2020;La Pintana;Independencia;31
08-03-2020;La Pintana;La Cisterna;790
08-03-2020;La Pintana;La Florida;792
08-03-2020;La Pintana;La Granja;315
08-03-2020;La Pintana;La Pintana;1451
08-03-2020;La Pintana;La Reina;200
08-03-2020;La Pintana;Las Condes;436
08-03-2020;La Pintana;Lo Barnechea;27
08-03-2020;La Pintana;Lo Espejo;73
08-03-2020;La Pintana;Lo Prado;55
08-03-2020;La Pintana;Macul;81
08-03-2020;La Pintana;Maipu;66
08-03-2020;La Pintana;Nunoa;150
08-03-2020;La Pintana;Pedro Aguirre Cerda;66
08-03-2020;La Pintana;Penalolen;143
08-03-2020;La Pintana;Providencia;433
08-03-2020;La Pintana;Pudahuel;46
08-03-2020;La Pintana;Puente Alto;601
08-03-2020;La Pintana;Quilicura;42
08-03-2020;La Pintana;Quinta Normal;29
08-03-2020;La Pintana;Recoleta;160
08-03-2020;La Pintana;Renca;8
08-03-2020;La Pintana;San Bernardo;213
08-03-2020;La Pintana;San Joaquin;149
08-03-2020;La Pintana;San Miguel;228
08-03-2020;La Pintana;San Ramon;221
08-03-2020;La Pintana;Santiago;1195
08-03-2020;La Pintana;Vitacura;92
08-03-2020;La Reina;Cerrillos;98
08-03-2020;La Reina;Cerro Navia;34
08-03-2020;La Reina;Conchali;128
08-03-2020;La Reina;El Bosque;38
08-03-2020;La Reina;Estacion Central;438
08-03-2020;La Reina;Huechuraba;72
08-03-2020;La Reina;Independencia;290
08-03-2020;La Reina;La Cisterna;246
08-03-2020;La Reina;La Florida;930
08-03-2020;La Reina;La Granja;34
08-03-2020;La Reina;La Pintana;55
08-03-2020;La Reina;La Reina;2120
08-03-2020;La Reina;Las Condes;1335
08-03-2020;La Reina;Lo Barnechea;40
08-03-2020;La Reina;Lo Espejo;17
08-03-2020;La Reina;Lo Prado;278
08-03-2020;La Reina;Macul;217
08-03-2020;La Reina;Maipu;105
08-03-2020;La Reina;Nunoa;4310
08-03-2020;La Reina;Pedro Aguirre Cerda;94
08-03-2020;La Reina;Penalolen;1204
08-03-2020;La Reina;Providencia;2564
08-03-2020;La Reina;Pudahuel;125
08-03-2020;La Reina;Puente Alto;787
08-03-2020;La Reina;Quilicura;145
08-03-2020;La Reina;Quinta Normal;110
08-03-2020;La Reina;Recoleta;200
08-03-2020;La Reina;Renca;24
08-03-2020;La Reina;San Bernardo;57
08-03-2020;La Reina;San Joaquin;81
08-03-2020;La Reina;San Miguel;245
08-03-2020;La Reina;San Ramon;118
08-03-2020;La Reina;Santiago;3496
08-03-2020;La Reina;Vitacura;81
08-03-2020;Las Condes;Cerrillos;244
08-03-2020;Las Condes;Cerro Navia;254
08-03-2020;Las Condes;Conchali;339
08-03-2020;Las Condes;El Bosque;164
08-03-2020;Las Condes;Estacion Central;2417
08-03-2020;Las Condes;Huechuraba;519
08-03-2020;Las Condes;Independencia;673
08-03-2020;Las Condes;La Cisterna;675
08-03-2020;Las Condes;La Florida;1571
08-03-2020;Las Condes;La Granja;128
08-03-2020;Las Condes;La Pintana;228
08-03-2020;Las Condes;La Reina;1005
08-03-2020;Las Condes;Las Condes;14352
08-03-2020;Las Condes;Lo Barnechea;1740
08-03-2020;Las Condes;Lo Espejo;127
08-03-2020;Las Condes;Lo Prado;1439
08-03-2020;Las Condes;Macul;434
08-03-2020;Las Condes;Maipu;708
08-03-2020;Las Condes;Nunoa;2215
08-03-2020;Las Condes;Pedro Aguirre Cerda;372
08-03-2020;Las Condes;Penalolen;1077
08-03-2020;Las Condes;Providencia;11559
08-03-2020;Las Condes;Pudahuel;497
08-03-2020;Las Condes;Puente Alto;1513
08-03-2020;Las Condes;Quilicura;501
08-03-2020;Las Condes;Quinta Normal;468
08-03-2020;Las Condes;Recoleta;818
08-03-2020;Las Condes;Renca;122
08-03-2020;Las Condes;San Bernardo;257
08-03-2020;Las Condes;San Joaquin;261
08-03-2020;Las Condes;San Miguel;790
08-03-2020;Las Condes;San Ramon;269
08-03-2020;Las Condes;Santiago;9035
08-03-2020;Las Condes;Vitacura;750
08-03-2020;Lo Barnechea;Cerrillos;32
08-03-2020;Lo Barnechea;Cerro Navia;53
08-03-2020;Lo Barnechea;Conchali;57
08-03-2020;Lo Barnechea;El Bosque;23
08-03-2020;Lo Barnechea;Estacion Central;361
08-03-2020;Lo Barnechea;Huechuraba;59
08-03-2020;Lo Barnechea;Independencia;106
08-03-2020;Lo Barnechea;La Cisterna;60
08-03-2020;Lo Barnechea;La Florida;200
08-03-2020;Lo Barnechea;La Granja;35
08-03-2020;Lo Barnechea;La Pintana;25
08-03-2020;Lo Barnechea;La Reina;71
08-03-2020;Lo Barnechea;Las Condes;1474
08-03-2020;Lo Barnechea;Lo Barnechea;1154
08-03-2020;Lo Barnechea;Lo Espejo;26
08-03-2020;Lo Barnechea;Lo Prado;141
08-03-2020;Lo Barnechea;Macul;64
08-03-2020;Lo Barnechea;Maipu;68
08-03-2020;Lo Barnechea;Nunoa;186
08-03-2020;Lo Barnechea;Pedro Aguirre Cerda;49
08-03-2020;Lo Barnechea;Penalolen;179
08-03-2020;Lo Barnechea;Providencia;645
08-03-2020;Lo Barnechea;Pudahuel;86
08-03-2020;Lo Barnechea;Puente Alto;176
08-03-2020;Lo Barnechea;Quilicura;77
08-03-2020;Lo Barnechea;Quinta Normal;87
08-03-2020;Lo Barnechea;Recoleta;122
08-03-2020;Lo Barnechea;Renca;43
08-03-2020;Lo Barnechea;San Bernardo;29
08-03-2020;Lo Barnechea;San Joaquin;40
08-03-2020;Lo Barnechea;San Miguel;93
08-03-2020;Lo Barnechea;San Ramon;59
08-03-2020;Lo Barnechea;Santiago;1079
08-03-2020;Lo Barnechea;Vitacura;421
08-03-2020;Lo Espejo;Cerrillos;386
08-03-2020;Lo Espejo;Cerro Navia;26
08-03-2020;Lo Espejo;Conchali;31
08-03-2020;Lo Espejo;El Bosque;257
08-03-2020;Lo Espejo;Estacion Central;1282
08-03-2020;Lo Espejo;Huechuraba;8
08-03-2020;Lo Espejo;Independencia;30
08-03-2020;Lo Espejo;La Cisterna;953
08-03-2020;Lo Espejo;La Florida;252
08-03-2020;Lo Espejo;La Granja;68
08-03-2020;Lo Espejo;La Pintana;56
08-03-2020;Lo Espejo;La Reina;56
08-03-2020;Lo Espejo;Las Condes;215
08-03-2020;Lo Espejo;Lo Barnechea;13
08-03-2020;Lo Espejo;Lo Espejo;1347
08-03-2020;Lo Espejo;Lo Prado;56
08-03-2020;Lo Espejo;Macul;51
08-03-2020;Lo Espejo;Maipu;365
08-03-2020;Lo Espejo;Nunoa;112
08-03-2020;Lo Espejo;Pedro Aguirre Cerda;755
08-03-2020;Lo Espejo;Penalolen;37
08-03-2020;Lo Espejo;Providencia;321
08-03-2020;Lo Espejo;Pudahuel;31
08-03-2020;Lo Espejo;Puente Alto;68
08-03-2020;Lo Espejo;Quilicura;56
08-03-2020;Lo Espejo;Quinta Normal;48
08-03-2020;Lo Espejo;Recoleta;100
08-03-2020;Lo Espejo;Renca;32
08-03-2020;Lo Espejo;San Bernardo;602
08-03-2020;Lo Espejo;San Joaquin;62
08-03-2020;Lo Espejo;San Miguel;428
08-03-2020;Lo Espejo;San Ramon;109
08-03-2020;Lo Espejo;Santiago;1299
08-03-2020;Lo Espejo;Vitacura;38
08-03-2020;Lo Prado;Cerrillos;179
08-03-2020;Lo Prado;Cerro Navia;1060
08-03-2020;Lo Prado;Conchali;178
08-03-2020;Lo Prado;El Bosque;72
08-03-2020;Lo Prado;Estacion Central;4157
08-03-2020;Lo Prado;Huechuraba;33
08-03-2020;Lo Prado;Independencia;283
08-03-2020;Lo Prado;La Cisterna;378
08-03-2020;Lo Prado;La Florida;684
08-03-2020;Lo Prado;La Granja;15
08-03-2020;Lo Prado;La Pintana;24
08-03-2020;Lo Prado;La Reina;327
08-03-2020;Lo Prado;Las Condes;1584
08-03-2020;Lo Prado;Lo Barnechea;125
08-03-2020;Lo Prado;Lo Espejo;54
08-03-2020;Lo Prado;Lo Prado;7410
08-03-2020;Lo Prado;Macul;200
08-03-2020;Lo Prado;Maipu;3465
08-03-2020;Lo Prado;Nunoa;894
08-03-2020;Lo Prado;Pedro Aguirre Cerda;126
08-03-2020;Lo Prado;Penalolen;207
08-03-2020;Lo Prado;Providencia;2633
08-03-2020;Lo Prado;Pudahuel;3624
08-03-2020;Lo Prado;Puente Alto;282
08-03-2020;Lo Prado;Quilicura;225
08-03-2020;Lo Prado;Quinta Normal;801
08-03-2020;Lo Prado;Recoleta;755
08-03-2020;Lo Prado;Renca;196
08-03-2020;Lo Prado;San Bernardo;153
08-03-2020;Lo Prado;San Joaquin;119
08-03-2020;Lo Prado;San Miguel;417
08-03-2020;Lo Prado;San Ramon;137
08-03-2020;Lo Prado;Santiago;7599
08-03-2020;Lo Prado;Vitacura;135
08-03-2020;Macul;Cerrillos;89
08-03-2020;Macul;Cerro Navia;34
08-03-2020;Macul;Conchali;62
08-03-2020;Macul;El Bosque;27
08-03-2020;Macul;Estacion Central;285
08-03-2020;Macul;Huechuraba;22
08-03-2020;Macul;Independencia;135
08-03-2020;Macul;La Cisterna;76
08-03-2020;Macul;La Florida;1703
08-03-2020;Macul;La Granja;51
08-03-2020;Macul;La Pintana;83
08-03-2020;Macul;La Reina;159
08-03-2020;Macul;Las Condes;474
08-03-2020;Macul;Lo Barnechea;38
08-03-2020;Macul;Lo Espejo;31
08-03-2020;Macul;Lo Prado;193
08-03-2020;Macul;Macul;1859
08-03-2020;Macul;Maipu;121
08-03-2020;Macul;Nunoa;1758
08-03-2020;Macul;Pedro Aguirre Cerda;167
08-03-2020;Macul;Penalolen;719
08-03-2020;Macul;Providencia;1567
08-03-2020;Macul;Pudahuel;119
08-03-2020;Macul;Puente Alto;548
08-03-2020;Macul;Quilicura;70
08-03-2020;Macul;Quinta Normal;102
08-03-2020;Macul;Recoleta;160
08-03-2020;Macul;Renca;18
08-03-2020;Macul;San Bernardo;38
08-03-2020;Macul;San Joaquin;801
08-03-2020;Macul;San Miguel;290
08-03-2020;Macul;San Ramon;88
08-03-2020;Macul;Santiago;2189
08-03-2020;Macul;Vitacura;49
08-03-2020;Maipu;Cerrillos;2418
08-03-2020;Maipu;Cerro Navia;403
08-03-2020;Maipu;Conchali;145
08-03-2020;Maipu;El Bosque;98
08-03-2020;Maipu;Estacion Central;5886
08-03-2020;Maipu;Huechuraba;35
08-03-2020;Maipu;Independencia;250
08-03-2020;Maipu;La Cisterna;363
08-03-2020;Maipu;La Florida;470
08-03-2020;Maipu;La Granja;69
08-03-2020;Maipu;La Pintana;52
08-03-2020;Maipu;La Reina;228
08-03-2020;Maipu;Las Condes;1121
08-03-2020;Maipu;Lo Barnechea;64
08-03-2020;Maipu;Lo Espejo;446
08-03-2020;Maipu;Lo Prado;1519
08-03-2020;Maipu;Macul;135
08-03-2020;Maipu;Maipu;19008
08-03-2020;Maipu;Nunoa;827
08-03-2020;Maipu;Pedro Aguirre Cerda;317
